mass_eV,m_res_fid_eV,mass_over_mres,g_GeV_inv,phi_unit,dphi_dx_unit,rho_unit_GeV4,rho_dm_GeV4,phi_amp_max_nat_GeV,A_unit_old_mixed,A_eff_old_mixed,Aeff_over_Aunit,A_unit_nat,A_eff_nat,A_tau_unit_physical,A_tau_eff_physical,lambda_osc_Mpc,N_osc_patchy
1.625439891258568e-29,1.0239629671677533e-29,1.5874010519681971,4e-12,-0.0005037250503037233,1.5862192083310531,5.760762645914872e-82,7.167748933117039e-62,11154533225.771584,6013475840.918298,305104024.03967136,0.05073671735132139,20.05879627871858,1.017717477201082,0.44749301911989964,0.022704326827775807,21.50622236118057,42.95549285987476
1.7023136451133036e-29,1.0239629671677533e-29,1.6624757922855797,1.4e-12,-0.0013267121317155537,1.2263405875155415,5.793321094637363e-82,7.167748933117039e-62,11123144839.849298,4649149031.249876,-98649454.67974405,-0.021218819619818287,15.507891900502301,-0.32905916092039933,0.12074756943900904,-0.002562120895457816,20.535035853403638,44.98703521501041
1.7023136451133036e-29,1.0239629671677533e-29,1.6624757922855797,4e-12,-0.0013267121317155537,1.2263405875155415,5.793321094637363e-82,7.167748933117039e-62,11123144839.849298,4649149031.249876,-98649454.67974405,-0.021218819619818287,15.507891900502301,-0.32905916092039933,0.3449930555400258,-0.007320345415593759,20.535035853403638,44.98703521501041
1.7828230757245133e-29,1.0239629671677533e-29,1.7411011265922451,1.4e-12,-8.237427983614511e-05,1.6401624430542643,5.811644134295809e-82,7.167748933117039e-62,11105596387.403748,6217978684.589142,550040067.4785041,0.08845962576902086,20.740944338863727,1.834736174311977,0.16123838956471906,0.014263087600494646,19.60770657062193,47.11465758380476
1.7828230757245133e-29,1.0239629671677533e-29,1.7411011265922451,4e-12,-8.237427983614511e-05,1.6401624430542643,5.811644134295809e-82,7.167748933117039e-62,11105596387.403748,6217978684.589142,550040067.4785041,0.08845962576902086,20.740944338863727,1.834736174311977,0.4606811130420544,0.04075167885855613,19.60770657062193,47.11465758380476
1.8671401292352829e-29,1.0239629671677533e-29,1.8234449771164372,1.4e-12,0.0017537933833381265,-0.4734902133643909,5.84486846027072e-82,7.167748933117039e-62,11073987310.098394,-1795036867.5549176,124444219.83724843,-0.06932683227100413,-5.9875984857328115,0.41510123592651693,-0.04641461275427866,0.003217778073339486,18.722253990897382,49.34290398622518
1.8671401292352829e-29,1.0239629671677533e-29,1.8234449771164372,4e-12,0.0017537933833381265,-0.4734902133643909,5.84486846027072e-82,7.167748933117039e-62,11073987310.098394,-1795036867.5549176,124444219.83724843,-0.06932683227100413,-5.9875984857328115,0.41510123592651693,-0.13261317929793903,0.009193651638112815,18.722253990897382,49.34290398622518
1.9554448838306488e-29,1.0239629671677533e-29,1.9096832078208286,1.4e-12,-0.0016568082891883257,0.5390883686238578,5.874812823522244e-82,7.167748933117039e-62,11045728781.617373,2043724388.0374477,-206615733.1070069,-0.10109765011191961,6.817130763301082,-0.6891959006754163,0.05271012423617078,-0.005328869697384208,17.87678702948673,51.676533347675885
1.9554448838306488e-29,1.0239629671677533e-29,1.9096832078208286,4e-12,-0.0016568082891883257,0.5390883686238578,5.874812823522244e-82,7.167748933117039e-62,11045728781.617373,2043724388.0374477,-206615733.1070069,-0.10109765011191961,6.817130763301082,-0.6891959006754163,0.15060035496048793,-0.015225341992526308,17.87678702948673,51.676533347675885
2.0479259343355093e-29,1.0239629671677533e-29,2.0000000000000027,1.4e-12,-0.00023517865817477136,-1.6373419138406424,5.896909465333022e-82,7.167748933117039e-62,11025014321.894258,-6207285847.057206,-625841491.3111577,0.10082369440225812,-20.705276872099315,-2.087582507866684,-0.15979318183757663,-0.01611093893315629,17.06949999999998,54.12052966276528
