mass_eV,tau,delta_y,b,Rbar_Mpc,siglnR,A_model,z_re,Reff_Mpc,L_peak_surrogate,siglnL_surrogate,D_peak_surrogate,A_tau_eff,max_patchy_budget_fraction,L_at_max_fraction,min_scale_factor_to_fit
5.878016072274924e-27,0.11,14.7,1.0,5.0,0.541,0.08626187364603412,13.499959947601226,16.121631029241158,635.440687753268,0.541,3.080781201644076e-05,202027735414180.88,3.6524355808705734e+25,100,2.737899075448295e-26
1e-26,0.11,14.7,1.0,5.0,0.541,0.08626187364603412,13.499959947601226,16.121631029241158,635.440687753268,0.541,3.080781201644076e-05,-33906827797664.184,1.0288093313654468e+24,100,9.719974046821575e-25
2.0309176209047306e-27,0.11,14.7,1.0,5.0,0.693,0.08626187364603412,13.499959947601226,34.138777641498244,300.07929447575367,0.693,3.080781201644076e-05,200280650500282.38,3.5151802962861373e+27,100,2.8448042936987366e-28
5.878016072274924e-27,0.11,14.7,1.0,5.0,0.693,0.08626187364603412,13.499959947601226,34.138777641498244,300.07929447575367,0.693,3.080781201644076e-05,202027735414180.88,3.57677490739367e+27,100,2.7958147378323046e-28
1e-26,0.11,14.7,1.0,5.0,0.693,0.08626187364603412,13.499959947601226,34.138777641498244,300.07929447575367,0.693,3.080781201644076e-05,-33906827797664.184,1.0074974135596635e+26,100,9.925583793479193e-27
2.0309176209047306e-27,0.11,14.7,1.0,6.0,0.409,0.08626187364603412,13.499959947601226,11.715156950049437,874.4518193486256,0.409,3.080781201644076e-05,200280650500282.38,9.73152039554583e+21,100,1.0275886596895027e-22
5.878016072274924e-27,0.11,14.7,1.0,6.0,0.409,0.08626187364603412,13.499959947601226,11.715156950049437,874.4518193486256,0.409,3.080781201644076e-05,202027735414180.88,9.902040586183552e+21,100,1.0098928511718213e-22
1e-26,0.11,14.7,1.0,6.0,0.409,0.08626187364603412,13.499959947601226,11.715156950049437,874.4518193486256,0.409,3.080781201644076e-05,-33906827797664.184,2.789183143429138e+20,100,3.585279089169305e-21
2.0309176209047306e-27,0.11,14.7,1.0,6.0,0.541,0.08626187364603412,13.499959947601226,19.345957235089386,529.5339064610567,0.541,3.080781201644076e-05,200280650500282.38,1.073100858376948e+26,100,9.318788557419363e-27
5.878016072274924e-27,0.11,14.7,1.0,6.0,0.541,0.08626187364603412,13.499959947601226,19.345957235089386,529.5339064610567,0.541,3.080781201644076e-05,202027735414180.88,1.0919042267619837e+26,100,9.158312382080217e-27
1e-26,0.11,14.7,1.0,6.0,0.541,0.08626187364603412,13.499959947601226,19.345957235089386,529.5339064610567,0.541,3.080781201644076e-05,-33906827797664.184,3.0756497481670676e+24,100,3.251345510313551e-25
